,Sentence,Label
21834,article=386,0
21835,storyid=%2ftemplatedata%2fbhg%2fstory%2fdata%2f13492.xml&amp;categoryid=,0
21836,article=pandemic.asp,0
21837,disease=avian%20influenza&amp;pagemode=submit,0
21838,inventory_number=100,0
21839,navtype=su&amp;navid=avian_influenza,0
21840,name=bird+flu,0
21841,v=newsdesk,0
21842,storyid=5340970,0
21843,product_id=141,0
21844,id=ds00331,0
21845,storyid=5500100,0
21846,deptmaincategoryoid=-536882178&amp;deptcategoryoid=-536883453&amp;entityname=han&amp;topchannelname=subagency&amp;contenttype=coc_editorial&amp;failed_reason=invalid+timestamp+engine+has+been+restarted&amp;com.broadvision.session.new=yes&amp;failed_page=%2fwebportal%2fportaldeptcategoryaction.do,0
21847,item=183,0
21848,id=79&amp;nid=6&amp;n=west+nile+virus+(wnv),0
21849,publicationid=1044,0
21850,art=pgm_07_2003?article=1456,0
21851,pageid=eohhs2terminal&amp;l=6&amp;l0=home&amp;l1=provider&amp;l2=guidelines+and+resources&amp;l3=guidelines+for+clinical+treatment&amp;l4=diseases+%26+conditions&amp;l5=communicable+diseases&amp;sid=eeohhs2&amp;b=terminalcontent&amp;f=dph_cdc_p_arbovirus&amp;csid=eeohhs2,0
21852,terms=prion+protein,0
21853,view_id=1&amp;doc_id=3694,0
21854,articlekey=465,0
21855,content=/magazines/vol26no2/36_40_rheumatoidarthritis.htm,0
21856,storyid=5251891,0
21857,thread_id=185&amp;topcategory=spine,0
21858,cat3=358,0
21859,id=193700,0
21860,id=1530,0
21861,docid=22502,0
21862,id=250250,0
21863,id=222600,0
21864,call=bv.view..showsection&amp;rid=gnd.section.162,0
21865,id=245600,0
21866,_ob=articleurl&amp;_aset=v-wa-a-w-acb-mssaywa-uuw-u-aabbwauvaa-aabudeawaa-vbeuwzbzz-acb-u&amp;_rdoc=12&amp;_fmt=summary&amp;_udi=b6wkp-4fsk3v4-7&amp;_coverdate=03%2f31%2f2005&amp;_cdi=6912&amp;_orig=search&amp;_st=13&amp;_sort=d&amp;view=c&amp;_acct=c000050221&amp;_version=1&amp;_urlversion=0&amp;_userid=10&amp;md5=50c16a5555627a256a8c3da905b1063f,0
21867,disname=ehlers%20danlos%20syndrome,0
21868,ring=fibro,0
21869,yguid=89434659,0
21870,f=29,0
21871,gj=sj2,0
21872,identifier=4672,0
21873,li=mni&amp;ag=y&amp;articlekey=411,0
21874,id=154700,0
21875,id=1514,0
21876,articlekey=54807,0
21877,u=epodiatry&amp;f=1,0
21878,cid=14&amp;did=2825,0
21879,thread_id=184&amp;topcategory=foot,0
21880,ss=15&amp;doc_id=4241&amp;nbr=&amp;string=,0
21881,file=/c/a/2005/05/31/bones.tmp,0
21882,thread_id=11&amp;topcategory=neck,0
21883,b=healthology&amp;f=osteoporosis,0
21884,article=125,0
21885,pg=dexa,0
21886,topcategory=shoulder,0
21887,id=532709,0
21888,file=bone_joi/9498,0
21889,topic=a00167,0
21890,article=51,0
21891,disname=alternating%20hemiplegia%20of%20childhood,0
21892,article=900,0
21893,id=-268042240,0
21894,ring=pals,0
21895,disname=adie%20syndrome,0
21896,method=condition&amp;value=complex+regional+pain+syndromes&amp;x=25&amp;y=13,0
21897,disname=dysautonomia%2c%20familial,0
21898,articlekey=9270,0
21899,disname=frey%27s%20syndrome,0
21900,disname=horner%27s%20syndrome,0
21901,disname=thalamic%20syndrome%20%28dejerine%20roussy%29,0
21902,articlekey=6990,0
21903,disname=bardet%20biedl%20syndrome,0
21904,disname=neurodegeneration%20with%20brain%20iron%20accumulation%20type%201,0
21905,disname=meige%20syndrome,0
21906,disname=neuroleptic%20malignant%20syndrome,0
21907,yguid=88510150,0
21908,disname=galactosemia,0
21909,disname=homocystinuria,0
21910,disname=kernicterus,0
21911,disname=leigh%27s%20disease,0
21912,hrcode=hr2524,0
21913,id=252650,0
21914,id=604369,0
21915,lng=en&amp;data_id=578&amp;disease_disease_search_diseasegroup=free-sialic-acid-storage-disease&amp;disease_disease_search_diseasetype=pat&amp;disease(s)%20concerned=free-sialic-acid-storage-disease&amp;title=free-sialic-acid-storage-disease&amp;search=disease_search_simple,0
21916,disname=olivopontocerebellar%20atrophy%2c%20hereditary,0
21917,id=260565,0
21918,cmd=retrieve&amp;db=pubmed&amp;list_uids=8552220,0
21919,cmd=retrieve&amp;db=pubmed&amp;list_uids=8460530,0
21920,cmd=retrieve&amp;db=pubmed&amp;list_uids=12868478,0
21921,cmd=retrieve&amp;db=pubmed&amp;list_uids=8301648,0
21922,disname=cornelia%20de%20lange%20syndrome,0
21923,disname=cri%20du%20chat%20syndrome,0
21924,disname=wagr%20syndrome,0
21925,ch=21&amp;id=256,0
21926,2000/10/2/93/30610,0
21927,id=253310,0
21928,tool=pubmed&amp;pubmedid=9683599,0
21929,pageid=faq/faqbellp.htm,0
21930,articlekey=8700,0
21931,disname=kluver%20bucy%20syndrome,0
21932,infoid=75&amp;redirectpath=add&amp;folderid=64&amp;sessionid={ebe6e8c6-7c1f-4684-8253-e004218d27ec}&amp;infogroup=main&amp;infotype=article,0
21933,disname=pick%27s%20disease,0
21934,id=-872022009,0
21935,disname=guillain%20barre%20syndrome,0
21936,f=m_sclerosis&amp;b=healthology,0
21937,id=2107244547,0
21938,ring=mscentralsupport,0
21939,key=1.11.1,0
21940,ring=multiplescleros1,0
21941,d=1938,0
21942,key=1531,0
21943,id=765067266,0
21944,id=30&amp;action=detail&amp;ref=48,0
21945,article=67,0
21946,page=channel&amp;cid=1056&amp;subcid=1190&amp;ap=93,0
21947,id=-1670709238,0
21948,key=1.9.1,0
21949,opendocument&amp;id=48dde4a73e09a969852568880078c249,0
21950,f=31,0
21951,ring=huntingtons,0
21952,id=-905576446,0
21953,chunkiid=11771,0
21954,forumid=8255,0
21955,disname=myelitis,0
21956,disname=subacute%20sclerosing%20panencephalitis,0
21957,articlekey=8250,0
21958,disname=dystonia,0
21959,call=bv.view..showsection&amp;rid=gnd.section.202,0
21960,lftname=ninds156&amp;cid=ht,0
21961,order=1&amp;xml_file_id=xmlfiles%2fwmcc__nct00005903.xml%40csdb&amp;jservsessionidcs_current=4nnfupug10,0
21962,disname=progressive%20supranuclear%20palsy,0
21963,objectid=c7df905c-1372-4d20-c8410e4f57219c61,0
21964,articlekey=5822,0
21965,thread_id=259&amp;topcategory=neck,0
21966,disname=isaacs%27%20syndrome,0
21967,id=-885719035,0
21968,call=bv.view..showsection&amp;rid=gnd.section.164,0
21969,fam_tori,0
21970,disname=stiff%20person%20syndrome,0
21971,id=1570373632,0
21972,articleid=8612597,0
21973,disname=alpers%20disease,0
21974,d=152&amp;articlekey=8929,0
21975,disname=cockayne%20syndrome,0
21976,rid=gnd.section.159,0
21977,disname=tuberous%20sclerosis,0
21978,disname=gerstmann%20syndrome,0
21979,identifier=4749,0
21980,disname=tolosa%20hunt%20syndrome,0
21981,disname=duane%20syndrome,0
21982,id=-1241120765,0
21983,id=1536819203,0
21984,page_id=11,0
21985,page_id=126,0
21986,disname=botulism,0
21987,disname=poems%20syndrome,0
21988,id=1087373323,0
21989,c=1&amp;s=5&amp;ss=6&amp;id=1062,0
21990,qt=spinal%20cord&amp;alt=sh,0
21991,disname=ataxia%20friedreich's,0
21992,articlekey=4558,0
21993,did=30&amp;cid=0,0
21994,id=1295319040,0
21995,id=5699&amp;div_type=ctr,0
21996,contentid=046d23e4-fe99-4386-9f84-5c47bda72ada,0
21997,news_id=4280&amp;news_channel_id=1000,0
21998,wci=sitehome&amp;id=6146,0
21999,s=6abc64e2d5482772d661fa448b3fc911&amp;f=119,0
22000,disname=tourette%20syndrome,0
22001,nodeid=579&amp;expandnodeid=386,0
22002,wci=sitehome&amp;id=135,0
22003,sl1=care-hf-l&amp;h=listserv.tbinet.org,0
22004,sl1=care-spouse-l&amp;h=listserv.tbinet.org,0
22005,sl1=care-tbi&amp;h=listserv.tbinet.org,0
22006,sl1=quadriplegia&amp;h=listserv.tbinet.org,0
22007,sl1=tbi-caring-kids&amp;h=listserv.tbinet.org,0
22008,sl1=tbi-surv&amp;h=listserv.tbinet.org,0
22009,sl1=tbi-working&amp;h=listserv.besteffort.com,0
22010,sl1=tbi-sprt&amp;h=maelstrom.stjohns.edu,0
22011,sl1=bi-child-l&amp;h=listserv.tbinet.org,0
22012,sl1=bi-waiver-l&amp;h=dhsmailrelay.mcdss.co.gov,0
22013,durki=10766,0
22014,articleid=000d54d7-a99d-1c76-9b81809ec588ef21,0
22015,call=bv.view..showsection&amp;rid=gnd.section.237,0
22016,lftname=ninds201&amp;cid=ht,0
22017,identifier=1516,0
22018,page=/dci/highcholesterol,0
22019,li=mni&amp;d=51&amp;cu=16583&amp;w=1&amp;articlekey=269,0
22020,disname=amyloidosis,0
22021,id=208400,0
22022,cat3=698,0
22023,cat3=74,0
22024,id=603358,0
22025,artid=378542,0
22026,id=222700,0
22027,artid=1303758,0
22028,issn=0028-3886;year=2005;volume=53;issue=3;spage=333;epage=334;aulast=ahsan,0
22029,disname=madelung%27s%20disease,0
22030,id=151800,0
22031,id=1405,0
22032,id=248600,0
22033,dz=msud,0
22034,disname=mucopolysaccharidoses,0
22035,id=238330,0
22036,id=2288096,0
22037,pgref=kb/tmau,0
22038,qt=protein-energy malnutrition&amp;alt=sh,0
22039,ids=zthaalucarkecdrprjzo&amp;ide=2,0
22040,pid=20601082&amp;sid=ajnru6uxi0lq&amp;refer=canada,0
22041,hpid=moreheadlines,0
22042,_r=1&amp;ref=science&amp;oref=slogin,0
22043,idnews=36204,0
22044,qt=vitamin a deficiency&amp;alt=sh,0
22045,aid=1871&amp;uid=,0
22046,pagetype=article&amp;id=541,0
22047,disname=hyperkalemia,0
22048,disname=hypokalemia,0
22049,id=261100,0
22050,id=309400,0
22051,nodeid=580,0
22052,disname=wilson%27s%20disease,0
22053,id=664403984,0
22054,disname=alstrom%20syndrome,0
22055,disname=cerebrocostomandibular%20syndrome,0
22056,li=mni&amp;articlekey=6549,0
22057,disname=degos%20disease,0
22058,disname=erythromelalgia,0
22059,disname=moyamoya%20syndrome,0
22060,disname=ollier%20disease,0
22061,call=bv.view..showsection&amp;rid=gnd.section.234,0
22062,disname=pierre%20robin%20syndrome,0
22063,disname=progeria%2c%20hutchinson%20gilford,0
22064,disname=werner%20syndrome,0
22065,call=bv.view..showsection&amp;rid=gnd.section.188,0
22066,id=176670,0
22067,disname=tyrosinemia%2c%20hereditary,0
22068,id=192350,0
22069,page=channel&amp;ap=93&amp;cid=1056&amp;subcid=1345,0
22070,topicid=respiratory+health&amp;ltsess=y,0
22071,pg=chestrad,0
22072,id=9249&amp;parent=12344,0
22073,catlvl=3&amp;catid=3111,0
22074,ring=asthmawebsites,0
22075,ring=athsma,0
22076,ring=breathe,0
22077,ring=pedsasthma,0
22078,id=7012356,0
22079,pageid=faq/faqpleur.htm,0
22080,id=cd717565-9871-40e4-884e-7ca70e6a6243,0
22081,id=35992&amp;grp=b,0
22082,click_id=117&amp;art_id=vn20030319052850628c796631&amp;set_id=1,0
22083,file=/c/a/2003/03/18/mn253862.dtl,0
22084,id=b0b6fddb-959b-472b-a8f0-51285fcd47fc,0
22085,/base/news-7/1047885174259500.xml,0
22086,art_id=qw1047902040396b224,0
22087,id=%7b7a851514-4b76-4e39-9ba7-d99869c0730c%7d,0
22088,disname=acanthosis%20nigricans,0
22089,catlvl=3&amp;catid=1011,0
22090,newsid=5253,0
22091,id=1540,0
22092,diagnosis=9,0
22093,diagnosis=34,0
22094,b=healthology&amp;f=hairloss,0
22095,diagnosis=63,0
22096,id=21&amp;action=detail&amp;ref=822,0
22097,article=113,0
22098,id=21&amp;action=detail&amp;ref=116,0
22099,sid=&amp;nm=healing+kitchen&amp;type=awhn_foodremedies&amp;mod=food+remedies&amp;tier=2&amp;id=6bfb95b1b5f643a38d4c9b4c7c150991,0
22100,categoryid=1895,0
22101,dispmax=100&amp;db=pubmed&amp;cmd=search&amp;term=psoriasis/diet+therapy&amp;doptcmdl=docsum,0
22102,term=psoriasis,0
22103,id=177900,0
22104,hits=100&amp;fulltext=psoriasis,0
22105,diagnosis=7,0
22106,objectid=07085276-b3e2-c702-7c6f26fae2157677,0
22107,diagnosis=23,0
22108,article_id=zzza1thl1ac&amp;sub_cat=25,0
22109,pageid=14&amp;id=4,0
22110,pagename=sleepdisorderscenter,0
22111,fuseaction=services.snoring,0
22112,action=topics&amp;number=105,0
22113,pageid=15&amp;id=4,0
22114,path=n:&amp;mstr=/zzzv7313hlc.html&amp;soc=nih&amp;srch_typ=nav_serch,0
22115,id=2473,0
22116,cmd=display&amp;db=pubmed,0
22117,qt=altitude sickness&amp;alt=sh,0
22118,articlekey=60150,0
22119,doc_id=3639,0
22120,request=get-document&amp;issn=1080-6032&amp;volume=012&amp;issue=02&amp;page=0093,0
22121,li=mni&amp;d=294&amp;cu=31337&amp;w=0&amp;articlekey=227,0
22122,li=mni&amp;d=128&amp;f=306&amp;articlekey=306,0
22123,thread_id=9&amp;topcategory=about%20orthopaedics&amp;searentry=fractures,0
22124,pg=bonerad,0
22125,topic=a00391,0
22126,p=243&amp;np=292&amp;id=2173,0
22127,id=878,0
22128,hwid=hn-3567002,0
22129,page=11034,0
22130,id=9093,0
22131,menu=1&amp;item=3&amp;file=documents/doc_043.htm,0
22132,cmd=retrieve&amp;db=pubmed&amp;dopt=abstract&amp;list_uids=12424450,0
22133,cmd=retrieve&amp;db=pubmed&amp;dopt=abstract&amp;list_uids=12464999,0
22134,cmd=retrieve&amp;db=pubmed&amp;dopt=abstract&amp;list_uids=12796878,0
22135,cmd=retrieve&amp;db=pubmed&amp;dopt=abstract&amp;list_uids=12465000,0
22136,cmd=retrieve&amp;db=pubmed&amp;dopt=abstract&amp;list_uids=8531001,0
22137,cmd=retrieve&amp;db=pubmed&amp;dopt=abstract&amp;list_uids=7562188,0
22138,cmd=retrieve&amp;db=pubmed&amp;dopt=abstract&amp;list_uids=10199486,0
22139,cmd=retrieve&amp;db=pubmed&amp;dopt=abstract&amp;list_uids=7965312,0
22140,cmd=retrieve&amp;db=pubmed&amp;dopt=abstract&amp;list_uids=12767873,0
22141,leafletid=13,0
22142,catlvl=3&amp;catid=966,0
22143,ref=1329-1947,0
22144,leafletid=41,0
22145,templateid=88,0
22146,request=index-html,0
22147,action=searchdb&amp;searchdbfor=home&amp;id=oe,0
22148,action=searchdb&amp;searchdbfor=home&amp;id=od,0
22149,articleid=9519799,0
22150,b_type=1&amp;item_id=11163,0
22151,version=alternate&amp;browser=netscape%7c5.0%7clinux&amp;language=english&amp;pagelist=home&amp;comingfrom=13,0
22152,wci=sitehome&amp;id=513,0
22153,id=48&amp;otopid=0,0
22154,storyid=4136864,0
22155,storyid=3924247,0
22156,site=am_2007,0
22157,durki=14510,0
22158,durki=30529,0
22159,site_id=2&amp;org_id=118&amp;morg_id=0&amp;sec_id=0&amp;gsec_id=3291&amp;item_id=3291,0
22160,id=636&amp;id2=642,0
22161,id=169&amp;otopid=169&amp;plinkid=58,0
22162,g=obgyn%2findex.html&amp;d=1,0
22163,cid=1395496,0
22164,id=-1596981199,0
22165,request=get-document&amp;doi=10.1371%2fjournal.pmed.0020277,0
22166,etoc,0
22167,ijkey=8f20c7c3da0ec780d5e7f5ca92fcb60abe52aaef&amp;keytype2=tf_ipsecsha,0
22168,call=bv.view..showtoc&amp;rid=surg.toc&amp;depth=10,0
22169,maxtoshow=&amp;hits=10&amp;hits=10&amp;resultformat=&amp;andorexactfulltext=and&amp;searchid=1127920476751_4679&amp;stored_search=&amp;firstindex=0&amp;sortspec=relevance&amp;volume=180&amp;firstpage=8&amp;resourcetype=1,0
22170,request=get-document&amp;doi=10.1371/journal.pmed.0020107,0
22171,pagenumber=1,0
22172,pp=1111locations/locationhome.cfm&amp;orgid=fsh,0
22173,id=13&amp;action=detail&amp;ref=13,0
22174,id=669&amp;action=detail&amp;ref=29,0
22175,name=homecare,0
22176,page=subpage&amp;centercontent.id.0=5771&amp;category.categories.1=11,0
22177,page=subpage&amp;centercontent.id.0=6282&amp;category.categories.1=12,0
22178,page=subpage&amp;category.categories.1=265&amp;centercontent.id.0=7664,0
22179,page=subpage&amp;centercontent.id.0=5125&amp;category.categories.1=21,0
22180,page=subpage&amp;centercontent.id.0=7705&amp;category.categories.1=14,0
22181,number=505&amp;lang=e,0
22182,id=36927,0
22183,id=36928,0
22184,catid=au,0
22185,name=facilities,0
22186,idcservice=ss_get_page&amp;nodeid=5001897,0
22187,id=2650,0
22188,page=generalinfo&amp;map=la,0
22189,pp=1111locations/locationhome.cfm&amp;orgid=isj&amp;nav=hom,0
22190,id=121,0
22191,id=34&amp;otopid=0,0
22192,modal=ct,0
22193,modal=mr,0
22194,chid=3,0
22195,pg=genus,0
22196,pg=vascularus,0
22197,pg=obstetricus,0
22198,artid=61474,0
22199,docid=991,0
22200,code=cf21,0
22201,group=170,0
22202,mod=visor&amp;idindice=569&amp;lang=es&amp;lang=es,0
22203,19387,0
22204,jid=rmr,0
22205,xmlfilepath=journals/ija/front.xml,0
22206,id=1328873475,0
22207,id=2102,0
22208,pagename=texas%20heart%20institute&amp;pagemd=texas%20heart%20institute,0
22209,identifier=504,0
22210,action=searchdb&amp;searchdbfor=home&amp;id=hj,0
22211,id=872808468,0
22212,ref=0736-8046&amp;site=1,0
22213,sgwid=5-102-70-1064269-detailspage=journal|description|description,0
22214,st=display_dept&amp;dept_id=3,0
22215,id=-1831862252,0
22216,topic=endocrinology,0
22217,slc_lang=en,0
22218,id=1939472391,0
22219,id=8456&amp;parent=11969,0
22220,action=searchdb&amp;searchdbfor=home&amp;id=ge,0
22221,sgwid=4-102-70-1108423-detailspage=journal|description|description,0
22222,sgwid=4-102-70-1037748-detailspage=journal|description|description,0
22223,sgwid=4-102-70-1136475-detailspage=journal|description|description,0
22224,sgwid=4-102-70-1108166-detailspage=journal|description|description,0
22225,sgwid=5-10054-70-1061904-0,0
22226,sgwid=4-102-70-1083758-detailspage=journal|description|description,0
22227,sgwid=5-102-70-1083501-detailspage=journal|description|description,0
22228,id=-1684406265,0
22229,id=-664076281,0
22230,sgwid=5-102-70-1108698-detailspage=journal|description|description,0
22231,sgwid=5-102-70-1042213-detailspage=journal|description|description,0
22232,opcion=5,0
22233,pageid=1&amp;id=51,0
22234,id=-1657470963,0
22235,id=1107689483,0
22236,departmentid=60,0
22237,durki=11026,0
22238,id=387&amp;otopid=0,0
22239,journalid=ne,0
22240,journalid=nr,0
22241,aktion=journalhome&amp;produktnr=223840,0
22242,issn=0895-8696&amp;txtcatalog=humanajournals&amp;txtproductid=0895-8696,0
22243,xmlfilepath=journals/ijn/front.xml,0
22244,aktion=journalhome&amp;produktnr=229093,0
22245,ref=1743-5005&amp;site=1,0
22246,ref=0013-9580&amp;site=1,0
22247,ref=1535-7597&amp;site=1,0
22248,fuseaction=journals&amp;journalid=4,0
22249,ref=0017-8748&amp;site=1,0
22250,ref=0333-1024&amp;site=1,0
22251,magazine_id=15&amp;magazine_subpage=current,0
22252,sgwid=5-102-70-1126696-detailspage=journal|description|description,0
22253,sgwid=5-102-70-1166829-detailspage=journal|description|description,0
22254,sgwid=5-102-70-1003595-detailspage=journal|description|description,0
22255,sgwid=5-102-70-1066263-detailspage=journal|description|description,0
22256,sgwid=5-102-70-1065289-detailspage=journal|description|description,0
22257,sgwid=5-102-70-1133176-detailspage=journal|description|description,0
22258,sgwid=5-102-70-1103952-detailspage=journal|description|description,0
22259,sgwid=5-102-70-1033334-detailspage=journal|description|description,0
22260,sgwid=5-102-70-1151225-detailspage=journal|description|description,0
22261,field=issn&amp;query=1355-4794,0
22262,jid=dmc,0
22263,atlas:neurosyllabus+ffpathindex:splash^page^syllabus+2,0
22264,id=607,0
22265,mid=595,0
22266,isbn=10719091,0
22267,category=nm,0
22268,id=-778436601,0
22269,ref=1091-5923&amp;site=12,0
22270,ref=0884-2175&amp;site=1,0
22271,jid=fmr,0
22272,detailspage=description|description,0
22273,id=2067070987&amp;linkid=47867,0
22274,src=hdr,0
22275,id_sito=1&amp;id_stato=1,0
22276,id_sito=3&amp;id_stato=1,0
22277,id=-1583742965,0
22278,a=395,0
22279,s=635f60912d8327ebc0a54abeb5825fc7&amp;f=21,0
22280,siteid=202354,0
22281,ref=1442-6404,0
22282,action=searchdb&amp;searchdbfor=home&amp;id=aa,0
22283,pub_id=40,0
22284,fuseaction=journals&amp;type=jbo,0
22285,wasp=547612f374ce48198f2b05fc327a0cf4&amp;referrer=parent&amp;backto=linkingpublicationresults1:1028721,0
22286,ref=1395-3907&amp;site=1,0
22287,sgwid=5-102-70-35554077-0,0
22288,sgwid=5-10074-70-1067802-0,0
22289,mod=vol,0
22290,option=com_journalshome&amp;task=viewjournaldetails&amp;journalmasterid=22&amp;category=journals,0
22291,display=home,0
22292,catid=16,0
22293,path=n:&amp;mstr=/zzzbjgo727c.html&amp;soc=aao&amp;srch_typ=nav_serch,0
22294,story=20031107,0
22295,f=/c/a/2003/11/09/cm241296.dtl,0
22296,page=2_1323.htm,0
22297,oid=284932,0
22298,storyid=4865324,0
22299,id=1060438084,0
22300,pg=65,0
22301,doc_id=1650,0
22302,nav=open,0
22303,siteid=229318,0
22304,hc_id=hpeds,0
22305,id=-40239093,0
22306,action=searchdb&amp;searchdbfor=home&amp;id=pd,0
22307,ref=0001-5172,0
22308,ref=1034-4810&amp;site=1,0
22309,action=searchdb&amp;searchdbfor=home&amp;id=ps,0
22310,isbn=00653101,0
22311,ref=0305-1862,0
22312,isbn=15228401,0
22313,xmlfilepath=journals/ijpn/front.xml,0
22314,aktion=journalhome&amp;produktnr=224215,0
22315,aktion=journalhome&amp;produktnr=224249&amp;contentonly=false,0
22316,wasp=6egmwguymk61adhwrh5u&amp;referrer=parent&amp;backto=linkingpublicationresults1:1015741,0
22317,ref=0960-7439&amp;site=1,0
22318,sgwid=5-102-70-1080702-detailspage=journal|description|description,0
22319,sgwid=5-124-70-1059769-0,0
22320,ref=1328-8067&amp;site=1,0
22321,jid=cdm,0
22322,pid=9,0
22323,doc_id=2067,0
22324,ref=0730-7659&amp;site=1,0
22325,fuseaction=site10abstract,0
22326,x=28&amp;y=3,0
22327,action=searchdb&amp;searchdbfor=home&amp;id=es,0
22328,id=577437709,0
22329,id=-939130877,0
22330,sgwid=5-102-70-1065676-detailspage=journal|description|description,0
22331,docid=182,0
22332,site_id=2&amp;org_id=72&amp;morg_id=0&amp;sec_id=0&amp;gsec_id=1508&amp;item_id=34360,0
22333,isbn=10538127,0
22334,id=-1120600058,0
22335,journalid=rr,0
22336,action=searchdb&amp;searchdbfor=home&amp;id=sarh,0
22337,sgwid=5-102-70-1130458-detailspage=journal|description|description,0
22338,sgwid=5-102-70-1045538-detailspage=journal|description|description,0
22339,pageid=findado_main,0
22340,id=37474,0
22341,&amp;p=35&amp;course_id=3795&amp;attendance=1,0
22342,pageid=979,0
22343,detailspage=description,0
22344,id=a-drug-to-call-ones-own,0
22345,id=patientreports,0
22346,mode=default,0
22347,db=omim,0
22348,sb=articles_guide_medical,0
22349,top=28,0
22350,catlvl=3&amp;catid=1426,0
22351,id=-1979318265,0
22352,action=searchdb&amp;searchdbfor=home&amp;id=tc,0
22353,sgwid=5-102-70-1040945-detailspage=journal|description|description,0
22354,id=101556,0
22355,fid=start&amp;url=journaltoc&amp;level=journal&amp;journalkey=25,0
22356,id=14&amp;action=detail&amp;ref=71,0
22357,id=1380,0
22358,option=com_content&amp;task=view&amp;id=468&amp;itemid=261,0
22359,script=sci_serial&amp;pid=1413-7852&amp;lng=en&amp;nrm=iso,0
22360,xmlfilepath=journals/ijos/front.xml,0
22361,sgwid=5-102-70-1063900-detailspage=journal|description|description,0
22362,sgwid=5-102-70-1038368-detailspage=journal|description|description,0
22363,sgwid=4-102-94-161746-0,0
22364,sgwid=5-102-70-1025624-detailspage=journal|description|description,0
22365,doctorid=2688,0
22366,phys_id=15,0
22367,tabindex=2&amp;tabid=23,0
22368,tabindex=3&amp;tabid=24,0
22369,pageid=1&amp;id=7,0
22370,durki=23719,0
22371,csid=40,0
22372,departmentid=72,0
22373,docid=165,0
22374,action=searchdb&amp;searchdbfor=home&amp;id=hn,0
22375,clariancontentid=/clinical/cardiac/cardiovascular_center.xml,0
22376,page=1732&amp;departmentid=69,0
22377,action=searchdb&amp;searchdbfor=home&amp;id=ajkd,0
22378,file=/2006/9/10/health/15378181&amp;sec=health,0
22379,center=circumcision,0
22380,ic=1102,0
22381,subject=impotence_ed,0
22382,pageid=97,0
22383,pagename=article&amp;node=health&amp;contentid=a5191-2001aug27&amp;notfound=true,0
22384,durki=22405,0
22385,id=-1200947195,0
22386,page=2875,0
22387,title=945,0
22388,ring=caties,0
22389,ep=16&amp;groupid=13430,0
22390,category=583,0
22391,p=4703,0
22392,ring=bmadness,0
22393,topic=25,0
22394,c=4&amp;fid=185&amp;fc=009003002,0
22395,nic=ocd,0
22396,query=ocd&amp;sc=0&amp;sg=0&amp;ss=1,0
22397,&amp;&amp;&amp;105&amp;s,0
22398,1050625102590,0
22399,ring=theattachmentdis,0
22400,page=34,0
22401,name=children+who+are+mentally+retarded&amp;section=facts+for+families,0
22402,id=26666,0
22403,ring=littles;list,0
22404,ring=christmultiple;list,0
22405,ring=plural,0
22406,ring=oneofmany,0
22407,yguid=96177377,0
22408,path=%2fbrowse%2fby-condition%2faz%2fe%2fd001068%2beating%2bdisorders&amp;recruiting=true,0
22409,id=509&amp;type=doc&amp;cn=eating%20disorders,0
22410,path=%2fbrowse%2fby-condition%2faz%2fa%2fd000855%2banorexia&amp;recruiting=true,0
22411,article=526,0
22412,_ob=articleurl&amp;_udi=b6t4s-4kb117y-1&amp;_user=28761&amp;_coverdate=02%2f01%2f2007&amp;_rdoc=20&amp;_fmt=full&amp;_orig=browse&amp;_srch=doc-info(%23toc%234982%232007%23999389996%23642526%23fla%23display%23volume)&amp;_cdi=4982&amp;_sort=d&amp;_docanchor=&amp;view=f&amp;_ct=34&amp;_acct=c000002718&amp;_version=1&amp;_urlversion=0&amp;_userid=28761&amp;md5=21823c711b42e03f62e46f614340f673,0
22413,cmd=puresearch&amp;db=pubmed&amp;details_term=%28%22binge%22%5ball%20fields%5d%20and%20%22eating%20disorder%22%5ball%20fields%5d%29,0
22414,path=%2fbrowse%2fby-condition%2faz%2fb%2fd002032%2bbulimia&amp;recruiting=true,0
22415,cmd=puresearch&amp;db=pubmed&amp;details_term=%28%28%22bulimia%22%5ball%20fields%5d%20and%20%22eating%20disorder%22%5ball%20fields%5d%29%20or%20%22bulimia%20nervosa%22%5ball%20fields%5d%29,0
22416,cmd=puresearch&amp;db=pubmed&amp;details_term=%28%22pica%22%5ball%20fields%5d%20and%20%22eating%20disorder%22%5ball%20fields%5d%29,0
22417,wci=sitehome&amp;id=1669,0
22418,type=doc&amp;id=551&amp;cn=114,0
22419,wci=sitehome&amp;id=5423,0
22420,webtag=confessions26&amp;nav=start&amp;prettyurl=%2fconfessions26,0
22421,mforum=shard,0
22422,objectid=c7df8995-1372-4d20-c85abfb47a928f11,0
22423,id=4&amp;cn=4,0
22424,did=167&amp;cid=0,0
22425,dept_no=505&amp;sub_no=3,0
22426,section=by_illness&amp;template=/contentmanagement/contentdisplay.cfm&amp;contentid=13107,0
22427,topic=24,0
22428,storyid=1923943,0
22429,storyid=3871739,0
22430,id=ds00175,0
22431,story_id=9861412,0
22432,wfid=3866330,0
22433,wci=sitehome&amp;id=1795&amp;pageid=7712,0
22434,g=109,0
22435,usernum=954220844&amp;cpv=1,0
22436,forum=3,0
22437,f=19,0
22438,club_id=1801&amp;pg=main,0
22439,adhdbrochure,0
22440,webtag=getfocus&amp;nav=spider,0
22441,storyid=1114780,0
22442,storyid=1617147,0
22443,storyid=935523,0
22444,storyid=855909,0
22445,storyid=898858,0
